date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2021-12-14,6.8,3.11,3.75,0.7,,,88,76.2,72,56,0.2,-0.8,-1.2,-2.5,19,10.75,11,3,44,11,103.62,103.41,103.19,102.75,101.45,101.25,101.03,100.61,24100,24100,24100,24100,,,,,14.2,0,0,0,0,0,0,0,,7:44:00,1639485840,7.73,16:41:00,1639518060,16.68,8.95,1,1,4,4,2,4,,,,,,7,3.9,3.5,0,,,,
2021-12-15,12.9,6,8.25,3.6,,,87,75,67.5,48,4.6,1.8,1.5,-1.6,25,14.46,17,9,38,11,103.3,102.29,102.31,101.32,101.14,100.15,100.18,99.22,24100,23900,21700,19300,,,,,9.8,0,3.2,1.2,0,0.6,0.6,0,,7:44:00,1639572240,7.73,16:41:00,1639604460,16.68,8.95,,,10,10,10,11,,,,,,8,7.6,6.5,5,,,,
2021-12-16,17.1,12.88,10.35,3.6,,,78,58.6,58,38,11.9,4.7,4.8,-2.2,55,35.46,33.5,12,94,22,101.26,100.63,100.72,100.18,99.16,98.55,98.64,98.12,24100,24100,24100,24100,,,,,7.7,0,5.3,3.4,0.4,0,0,0,,7:45:00,1639658700,7.75,16:41:00,1639690860,16.68,8.93,1,1,16,16,-1,1,,,,,,8,5.1,4,0,,,,
2021-12-17,5.2,2.21,2.4,-0.4,,-5,70,62.1,59.5,49,-2.3,-4.4,-4.3,-6.4,34,21.29,22,10,53,26,102.58,102.09,101.91,101.23,100.42,99.95,99.77,99.13,24100,24100,24100,24100,,,,,15.6,0,0,0,0,0,0,0,,7:46:00,1639745160,7.77,16:42:00,1639777320,16.7,8.93,1,1,5,6,-1,-1,,,,,,8,4.1,4.5,1,,,,
2021-12-18,0.3,-1.5,-1.55,-3.4,,-10,100,86.8,84.5,69,-1,-3.5,-3.5,-6.1,26,17.54,15.5,5,40,1,102.47,101.82,101.89,101.3,100.32,99.67,99.74,99.16,24100,12595.8,12450,800,,,,,19.6,0,0,0,0,8.2,0,9,0,7:47:00,1639831620,7.78,16:42:00,1639863720,16.7,8.92,,,0,0,-7,-6,,,,,,8,7,5,2,,,,
2021-12-19,-2.5,-4.69,-4.65,-6.8,,-11,84,76.7,75.5,67,-5.4,-8.2,-7.7,-9.9,23,12.67,12,1,32,36,102.86,102.59,102.4,101.95,100.66,100.41,100.23,99.79,24100,24100,24100,24100,,,,,22.6,0,0,0,0,0,0,0,8,7:47:00,1639918020,7.78,16:43:00,1639950180,16.72,8.93,1,1,-2,-1,-9,-6,,,,,,8,3.2,4,0,,,,
2021-12-20,3.7,-0.6,-2.04,-7.8,,-10,89,73.4,75.5,62,-1.8,-4.8,-5.7,-9.6,28,16.67,16.5,5,46,22,102.68,102.05,102.14,101.61,100.49,99.89,99.98,99.47,24100,24100,24100,24100,,,,,20,0,0,0,0,0,0,0,4,7:48:00,1640004480,7.8,16:43:00,1640036580,16.72,8.92,1,2,3,3,-3,-2,,,,,,8,6.7,4.5,1,,,,
2021-12-21,3.4,1.21,1.1,-1.2,,-4,78,69.2,65.5,53,-1.6,-3.9,-4.5,-7.4,21,12.83,13.5,6,35,19,101.91,101.27,100.95,99.98,99.76,99.13,98.82,97.88,24100,24100,24100,24100,,,,,16.9,0,0,0,0,0,0,0,1,7:48:00,1640090880,7.8,16:43:00,1640122980,16.72,8.92,1,1,3,3,-3,-3,,,,,,8,6.5,5,2,,,,
2021-12-22,3.5,-1.6,-0.29,-4.1,,-11,82,70.6,72.5,63,-1,-6.3,-4.8,-8.7,52,29.54,34,16,69,29,101.79,100.82,100.84,99.89,99.63,98.69,98.71,97.79,24100,20100,16100,8100,,,,,18.3,0,0,0,0,0.6,0,0.6,1,7:49:00,1640177340,7.82,16:44:00,1640209440,16.73,8.92,1,1,1,1,-9,-9,,,,,,8,7,5,2,,,,
2021-12-23,-0.5,-3.1,-3.55,-6.6,,-10,100,74.6,76,52,-0.7,-7.2,-5.6,-10.5,18,10.75,10,2,33,15,102.29,101.87,101.8,101.3,100.11,99.7,99.63,99.15,24100,18220.8,12650,1200,,,,,21.6,0,0,0,0,4.4,0,5.4,1,7:49:00,1640263740,7.82,16:44:00,1640295840,16.73,8.92,1,1,0,0,0,1,,,,,,8,6.6,4.5,1,,,,
2021-12-24,2.8,1.23,1.09,-0.6,,-4,100,96,93.5,87,2.6,0.7,1,-0.6,19,11.62,12,5,32,9,101.56,101.14,100.92,100.29,99.42,99,98.8,98.18,16100,11037.5,10050,4000,,,,,16.9,0,0,0,0,0.2,0,0.4,5,7:50:00,1640350200,7.83,16:45:00,1640382300,16.75,8.92,1,1,5,5,5,5,,,,,,8,7.8,7,6,,,,
2021-12-25,7,3.94,4.65,2.3,,,100,93.8,87.5,75,6.2,3,2.8,-0.5,31,13.12,17.5,4,48,34,101.02,100.16,100.38,99.73,98.9,98.06,98.26,97.63,24100,14362.5,12650,1200,,,,,13.3,0,0,0,0,3.6,3.6,0,0,7:50:00,1640436600,7.83,16:46:00,1640468760,16.77,8.93,1,1,6,6,-2,-1,,,,,,8,7.6,7,6,,,,
2021-12-26,3.2,0.68,-1.14,-5.5,,-11,84,74.5,72.5,61,-0.5,-3.4,-4.8,-9,28,18,19.5,11,37,30,102.39,101.79,101.76,101.13,100.22,99.65,99.62,99.01,24100,24100,24100,24100,,,,,19.1,0,0,0,0,0,0,0,,7:50:00,1640523000,7.83,16:46:00,1640555160,16.77,8.93,1,1,4,4,-6,-6,,,,,,8,6.5,4,0,,,,
2021-12-27,0.1,-2.99,-3.05,-6.2,,-12,100,91.5,86,72,0.1,-4.2,-5.1,-10.3,30,15.08,17,4,48,9,102.31,101.29,101.37,100.43,100.14,99.14,99.22,98.3,24100,9229.2,12450,800,,,,,21.1,0,0,0,0,3.6,0,4.6,4,7:51:00,1640609460,7.85,16:47:00,1640641620,16.78,8.93,,,0,0,-2,0,,,,,,8,6.3,4.5,1,,,,
2021-12-28,2.3,0.9,0.84,-0.6,,-6,100,76.7,81.5,63,0.7,-2.9,-2.2,-5.1,35,16.38,19.5,4,57,26,101.27,100.98,100.91,100.56,99.14,98.85,98.78,98.43,24100,21129.2,14050,4000,,,,,17.2,0,0,0,0,0.2,0,0.2,2,7:51:00,1640695860,7.85,16:48:00,1640728080,16.8,8.95,1,1,2,3,0,1,,,,,,8,7.2,6,4,,,,
2021-12-29,2.2,1.05,0.95,-0.3,,-4,100,93.7,90.5,81,2.2,0.1,0,-2.1,14,9.08,9.5,5,,,101.36,101.16,101.11,100.86,99.22,99.03,98.98,98.73,24100,15916.7,14050,4000,,,,,17.1,0,0,0,0,0.2,0.2,0,1,7:51:00,1640782260,7.85,16:48:00,1640814480,16.8,8.95,1,1,3,3,0,1,,,,,,8,7.9,7,6,,,,
2021-12-30,2.2,1.35,1.1,0,,,96,83,85,74,0.6,-1.3,-0.9,-2.5,18,8.67,11,4,,,101.54,101.36,101.4,101.26,99.4,99.23,99.26,99.13,24100,23766.7,20100,16100,,,,,16.9,0,0,0,0,0,0,0,,7:51:00,1640868660,7.85,16:49:00,1640900940,16.82,8.97,1,1,3,3,-3,-2,,,,,,8,7.3,6.5,5,,,,
2021-12-31,6.7,4.08,4.3,1.9,,,100,92.2,89,78,4.8,2.9,2.5,0.3,13,8.04,7.5,2,,,101.25,101.04,101.01,100.77,99.12,98.92,98.89,98.66,24100,11579.2,13250,2400,,,,,13.7,0,0,0,0,0,0,0,,7:51:00,1640955060,7.85,16:50:00,1640987400,16.83,8.98,1,1,6,6,2,4,,,,,,8,7.1,6,4,,,,
2022-01-01,4.5,1.92,0.64,-3.2,,-9,100,92.9,89,78,4.5,0.9,0,-4.4,31,20.17,18,5,46,35,100.98,100.78,100.74,100.49,98.85,98.67,98.62,98.39,24100,9533.3,12250,400,,,,,17.4,0,0,0,0,2.4,0.2,2.8,3,7:51:00,1641041460,7.85,16:51:00,1641073860,16.85,9,1,1,4,4,-5,-5,,,,,,8,7.7,7,6,,,,
2022-01-02,-2.9,-6.95,-7.6,-12.3,,-18,88,74.6,75,62,-4.8,-10.8,-9.9,-15,41,23.54,26,11,52,36,102.41,101.57,101.66,100.9,100.21,99.41,99.49,98.77,24100,18425,12450,800,,,,,25.6,0,0,0,0,1.4,0,2.6,3,7:52:00,1641127920,7.87,16:52:00,1641160320,16.87,9,1,1,-6,-5,-12,-11,,,,,,8,5.5,4.5,1,,,,
2022-01-03,-6.6,-10.15,-10.85,-15.1,,-22,72,63.2,59.5,47,-11.9,-16,-15.4,-18.9,17,9.75,10,3,,,102.93,102.72,102.69,102.45,100.71,100.51,100.48,100.25,24100,24100,24100,24100,,,,,28.9,0,0,0,0,0,0,0,5,7:52:00,1641214320,7.87,16:53:00,1641246780,16.88,9.02,1,1,-5,-5,-9,-7,,,,,,8,2.5,4,0,,,,
2022-01-04,2.5,-2.17,-2.65,-7.8,,-13,79,69.8,64,49,-3.1,-7.1,-7.5,-12,19,12.58,12,5,33,24,102.49,102.06,101.81,101.13,100.29,99.89,99.64,98.99,24100,24100,24100,24100,,,,,20.6,0,0,0,0,0,0,0,,7:51:00,1641300660,7.85,16:54:00,1641333240,16.9,9.05,1,1,2,2,0,2,,,,,,8,5.4,4,0,,,,
2022-01-05,4.1,1.01,-0.85,-5.8,,-14,93,73.3,77.5,62,0.9,-3.3,-5.2,-11.3,51,26.46,30,9,68,23,100.96,100.22,100.38,99.8,98.83,98.11,98.26,97.7,24100,20633.3,16900,9700,,,,,18.9,0,0,0,0,0.8,0.8,0,1,7:51:00,1641387060,7.85,16:55:00,1641419700,16.92,9.07,,,3,3,-7,-6,,,,,,8,7.5,6,4,,,,
2022-01-06,0,-4.93,-3.55,-7.1,,-15,80,69,65,50,-7.2,-9.8,-11.6,-15.9,31,22.29,21,11,48,24,101.29,101.14,100.96,100.63,99.13,98.98,98.81,98.5,24100,22966.7,16900,9700,,,,,21.6,0,0,0,0,0,0,0,0,7:51:00,1641473460,7.85,16:56:00,1641506160,16.93,9.08,1,1,-2,-2,-8,-8,,,,,,8,6.5,5.5,3,,,,
2022-01-07,-5.4,-9.13,-8.75,-12.1,,-20,84,68.4,67.5,51,-8.3,-14.1,-12.1,-15.8,38,22.67,25.5,13,52,31,103,101.93,102.08,101.16,100.78,99.74,99.89,99.01,24100,23166.7,16900,9700,,,,,26.8,0,0,0,0,0,0,0,0,7:51:00,1641559860,7.85,16:57:00,1641592620,16.95,9.1,1,1,-6,-6,-13,-13,,,,,,8,3.4,4,0,,,,
2022-01-08,0.6,-6.93,-7.2,-15,,-21,78,67.2,66.5,55,-4.5,-12.2,-11.7,-18.8,24,11.62,13.5,3,39,17,103.51,102.91,102.69,101.87,101.28,100.7,100.49,99.71,24100,24100,24100,24100,,,,,25.2,0,0,0,0,0,0,0,0,7:51:00,1641646260,7.85,16:58:00,1641679080,16.97,9.12,1,2,-1,-1,-1,-1,,,,,,8,4.4,4,0,,,,
2022-01-09,3.6,-0.54,-2.15,-7.9,,-17,100,76.1,74.5,49,2.5,-4.5,-5.8,-14.1,51,29.83,32.5,14,64,27,102.25,101.51,101.65,101.05,100.08,99.37,99.5,98.92,24100,20195.8,14050,4000,,,,,20.1,0,0,0,0,0,0,0,0,7:51:00,1641732660,7.85,16:59:00,1641765540,16.98,9.13,1,1,4,4,-10,1,,,,,,8,7.1,5.5,3,,,,
2022-01-10,-7.1,-9.93,-12.8,-18.5,,-27,76,63.4,64,52,-11.4,-15.7,-16.9,-22.3,44,31.88,33,22,62,28,103.1,102.35,102.58,102.06,100.87,100.16,100.37,99.87,24100,23179.2,13050,2000,,,,,30.8,0,0,0,0,0.2,0,0.2,0,7:50:00,1641819000,7.83,17:00:00,1641852000,17,9.17,1,1,-6,-6,-18,-18,,,,,,7,3.4,4,1,,,,
2022-01-11,-3.9,-13.69,-12.5,-21.1,,-31,83,68,71.5,60,-10.2,-18.4,-18.1,-25.9,29,14.46,16,3,42,20,103.67,103.02,102.64,101.62,101.4,100.77,100.42,99.43,24100,21300,16900,9700,,,,,30.5,0,0,0,0,0.2,0,0.2,0,7:50:00,1641905400,7.83,17:01:00,1641938460,17.02,9.18,1,1,-4,-4,-4,-4,,,,,,8,5.7,4.5,1,,,,
2022-01-12,1.8,-0.07,-0.99,-3.8,,-9,92,72.1,75,58,-1.6,-4.6,-5.8,-10,34,18.17,20,6,45,24,101.65,101.37,101.36,101.06,99.5,99.22,99.21,98.91,24100,23500,21700,19300,,,,,19,0,0,0,0,0,0,0,0,7:50:00,1641991800,7.83,17:02:00,1642024920,17.03,9.2,1,1,2,3,-3,-3,,,,,,8,8,8,8,,,,
2022-01-13,0.9,-0.38,-1.35,-3.6,,-9,100,84.8,86,72,-0.1,-2.7,-3.3,-6.5,19,7.04,10,1,,,101.52,101.38,101.34,101.17,99.38,99.24,99.2,99.03,24100,19025,14450,4800,,,,,19.4,0,0,0,0,0,0,0,0,7:49:00,1642078140,7.82,17:03:00,1642111380,17.05,9.23,1,1,0,1,-7,-7,,,,,,8,7.7,7,6,,,,
2022-01-14,-1.6,-9.22,-10.35,-19.1,,-30,79,60.1,62.5,46,-4.8,-15.7,-15.6,-26.4,31,25.46,24,17,43,1,103.09,102.38,102.31,101.53,100.84,100.19,100.11,99.38,24100,24100,24100,24100,,,,,28.4,0,0,0,0,0,0,0,,7:49:00,1642164540,7.82,17:04:00,1642197840,17.07,9.25,1,1,-6,-6,-20,-19,,,,,,8,3.2,4,0,,,,
2022-01-15,-13.1,-17.55,-17.1,-21.1,,-34,59,47.4,45,31,-22.3,-26.5,-25.4,-28.6,29,16.67,16.5,4,37,1,103.64,103.34,103.36,103.09,101.36,101.07,101.1,100.83,24100,23166.7,16900,9700,,,,,35.1,0,0,0,0,0,0,0,0,7:48:00,1642250880,7.8,17:06:00,1642284360,17.1,9.3,1,1,-13,-13,-20,-14,,,,,,8,2.8,4,0,,,,
2022-01-16,-1.4,-8.06,-8.44,-15.5,,-22,98,69.7,71.5,45,-4.3,-13,-12.4,-20.6,20,9.21,10.5,1,36,14,102.96,101.86,101.76,100.56,100.71,99.65,99.56,98.42,24100,20358.3,12450,800,,,,,26.4,0,0,0,0,3.6,0,5.2,0,7:48:00,1642337280,7.8,17:07:00,1642370820,17.12,9.32,1,1,-3,-3,-5,-4,,,,,,8,3.3,4,0,,,,
2022-01-17,-2.8,-4.25,-4.4,-6,,-14,99,84.9,81,63,-3.6,-6.5,-6.4,-9.2,51,31.5,31.5,12,124,34,100.51,99.67,99.81,99.1,98.37,97.55,97.68,96.99,24100,8654.2,12150,200,,,,,22.4,0,0,0,0,28.8,0,29.2,15,7:47:00,1642423620,7.78,17:08:00,1642457280,17.13,9.35,,,-4,-4,-12,-9,,,,,,8,6.2,4.5,1,,,,
2022-01-18,-1,-6.95,-6.25,-11.5,,-19,99,74,81,63,-2.6,-10.9,-8.9,-15.2,30,15.21,15.5,1,43,28,101.86,101.44,101.21,100.56,99.68,99.26,99.05,98.42,24100,22345.8,12650,1200,,,,,24.2,0,0,0,0,1.2,0,1.2,32,7:47:00,1642510020,7.78,17:09:00,1642543740,17.15,9.37,1,1,-4,-4,-5,-2,,,,,,8,4.9,4.5,1,,,,
2022-01-19,3.8,0.09,-2.55,-8.9,,-17,79,69.2,68,57,-0.1,-4.9,-6.8,-13.6,41,29.12,27.5,14,64,25,101.99,100.97,101.18,100.37,99.83,98.83,99.03,98.24,24100,22233.3,20100,16100,,,,,20.6,0,0,0,0,0,0,0,30,7:46:00,1642596360,7.77,17:10:00,1642630200,17.17,9.4,1,1,2,3,-14,-14,,,,,,8,7.3,4.5,1,,,,
2022-01-20,-8.8,-14.26,-13.75,-18.7,,-26,73,64.2,64,55,-14.6,-19.7,-18.1,-21.7,36,15.29,19,2,40,31,103.67,103.1,102.87,102.07,101.4,100.87,100.65,99.9,24100,24100,24100,24100,,,,,31.8,0,0,0,0,0,0,0,25,7:45:00,1642682700,7.75,17:12:00,1642716720,17.2,9.45,1,1,-10,-10,-21,-17,,,,,,6,1.2,3,0,,,,
2022-01-21,-9.8,-14.56,-14.9,-20,,-28,77,65.3,62.5,48,-15.2,-19.8,-19.6,-23.9,16,6.54,10,4,,,104.02,103.77,103.72,103.43,101.74,101.5,101.46,101.18,24100,24100,24100,24100,,,,,32.9,0,0,0,0,0,0,0,23,7:45:00,1642769100,7.75,17:13:00,1642803180,17.22,9.47,1,1,-11,-11,-14,-13,,,,,,7,2.2,3.5,0,,,,
2022-01-22,-4.6,-9.11,-11.7,-18.8,,-23,84,74.7,73,62,-7.8,-12.9,-13.7,-19.6,31,14.79,16.5,2,44,22,103.36,102.23,102.33,101.3,101.11,100.02,100.12,99.13,24100,20454.2,14050,4000,,,,,29.7,0,0,0,0,0.4,0,0.4,21,7:44:00,1642855440,7.73,17:14:00,1642889640,17.23,9.5,1,1,-4,-4,-9,-7,,,,,,8,5.7,4.5,1,,,,
2022-01-23,-5.2,-9.65,-11.5,-17.8,,-23,78,68.9,68.5,59,-8.8,-14.4,-15,-21.2,30,19.08,18.5,7,39,34,101.5,101.23,101.26,101.03,99.3,99.05,99.09,98.87,24100,22362.5,14450,4800,,,,,29.5,0,0,0,0,0,0,0,20,7:43:00,1642941780,7.72,17:16:00,1642976160,17.27,9.55,1,1,-7,-7,-16,-16,,,,,,8,4.6,4,0,,,,
2022-01-24,-5.5,-9.26,-11.6,-17.7,,-21,95,79.6,79,63,-6.5,-12.2,-13.7,-20.9,19,8.79,10,1,37,15,101.37,100.93,100.99,100.6,99.17,98.75,98.81,98.44,24100,12512.5,12450,800,,,,,29.6,0,0,0,0,3.6,0,5.6,18,7:42:00,1643028120,7.7,17:17:00,1643062620,17.28,9.58,1,1,-5,-5,-10,-10,,,,,,8,5.8,4.5,1,,,,
2022-01-25,-7.3,-9.68,-11.35,-15.4,,-20,82,62.5,63,44,-9.9,-15.8,-14.8,-19.6,31,18.92,18,5,40,31,102.57,101.81,101.65,100.74,100.36,99.63,99.47,98.58,24100,24100,24100,24100,,,,,29.4,0,0,0,0,0,0,0,21,7:41:00,1643114460,7.68,17:18:00,1643149080,17.3,9.62,1,1,-7,-7,-22,-22,,,,,,7,3.4,4,1,,,,
2022-01-26,-8.9,-12.28,-12.2,-15.5,,-23,77,68.3,67.5,58,-13.8,-17,-16.6,-19.5,14,9.17,8.5,3,,,103.12,102.88,102.84,102.56,100.87,100.65,100.61,100.35,24100,23700,21700,19300,,,,,30.2,0,0,0,0,0,0,0,20,7:41:00,1643200860,7.68,17:20:00,1643235600,17.33,9.65,1,1,-9,-8,-14,-14,,,,,,8,4.3,4,0,,,,
2022-01-27,-3.9,-7.26,-8.9,-13.9,,-20,84,74.1,75.5,67,-6.7,-11.2,-12.2,-17.8,26,19.79,17,8,41,21,102.71,102.06,102.18,101.65,100.49,99.86,99.98,99.47,24100,21300,16900,9700,,,,,26.9,0,0,0,0,0.4,0,0.4,20,7:40:00,1643287200,7.67,17:21:00,1643322060,17.35,9.68,1,2,-4,-2,-12,-11,,,,,,8,7.4,6.5,5,,,,
2022-01-28,-4.3,-14.04,-11.15,-18,,-29,72,58.5,59,46,-8.8,-20.6,-16.6,-24.5,33,22.38,24,15,50,36,102.74,102.53,102.34,101.94,100.51,100.31,100.14,99.77,24100,24100,24100,24100,,,,,29.1,0,0,0,0,0,0,0,20,7:39:00,1643373540,7.65,17:22:00,1643408520,17.37,9.72,1,1,-12,-11,-22,-21,,,,,,8,2.5,4.5,1,,,,
2022-01-29,-11.5,-16.15,-16.35,-21.2,,-30,64,50.5,47,30,-21.2,-24.6,-23.7,-26.2,20,13.17,11.5,3,,,102.65,102.24,102.17,101.68,100.4,100,99.94,99.47,24100,24100,24100,24100,,,,,34.4,0,0,0,0,0,0,0,20,7:38:00,1643459880,7.63,17:24:00,1643495040,17.4,9.77,2,2,-11,-11,-19,-16,,,,,,7,0.8,3.5,0,,,,
2022-01-30,-4.9,-8.3,-9.85,-14.8,,-21,71,61.8,60.5,50,-11.9,-14.5,-15.3,-18.7,16,9.58,9.5,3,31,23,102.01,101.67,101.76,101.5,99.83,99.47,99.57,99.3,32200,24437.5,28150,24100,,,,,27.9,0,0,0,0,0,0,0,19,7:37:00,1643546220,7.62,17:25:00,1643581500,17.42,9.8,2,2,-6,-5,-12,-10,,,,,,8,7.4,7.5,7,,,,
2022-01-31,-0.9,-4.25,-3.95,-7,,-12,74,64.8,63.5,53,-7.7,-10,-9.8,-11.9,12,8.17,7.5,3,,,102.77,102.47,102.4,102.04,100.58,100.28,100.22,99.86,24100,23166.7,20100,16100,,,,,21.9,0,0,0,0,0,0,0,18,7:36:00,1643632560,7.6,17:26:00,1643667960,17.43,9.83,2,2,-5,-3,-9,-9,,,,,,8,5.3,4,0,,,,
2022-02-01,4.7,-0.38,-2.19,-9.1,,-9,82,64.4,68.5,55,-3.2,-6.4,-7.1,-11,27,13.58,15,3,42,20,102.69,102.27,102.29,101.89,100.51,100.11,100.12,99.74,24100,23833.3,21700,19300,,,,,20.2,0,0,0,0,0,0,0,8,7:35:00,1643718900,7.58,17:28:00,1643754480,17.47,9.88,3,3,4,4,2,3,,,,,,8,6,4,0,,,,
2022-02-02,4.6,1.62,0.79,-3,,-10,100,81.2,78,56,2,-1.6,-0.8,-3.6,34,14.04,19.5,5,47,35,102.27,102.05,102.09,101.92,100.11,99.9,99.94,99.78,24100,13183.3,12650,1200,,,,,17.2,0,0,0,0,11.4,5.4,8,8,7:33:00,1643805180,7.55,17:29:00,1643840940,17.48,9.93,1,1,2,3,-3,-2,,,,,,8,7.5,6,4,,,,
2022-02-03,-3,-6.92,-6.75,-10.5,,-19,93,80.5,80.5,68,-3.9,-9.8,-8.6,-13.3,32,25.58,26,20,44,35,102.99,102.78,102.63,102.27,100.8,100.6,100.46,100.11,24100,15529.2,12850,1600,,,,,24.8,0,0,0,0,4.2,0,7.2,15,7:32:00,1643891520,7.53,17:30:00,1643927400,17.5,9.97,2,2,-5,-5,-12,-9,,,,,,8,7.3,5,2,,,,
2022-02-04,-10.5,-12.02,-12.25,-14,,-23,83,72.7,74,65,-12.8,-16,-15.4,-18,25,18.71,18,11,37,1,102.66,102.48,102.47,102.28,100.45,100.26,100.26,100.07,24100,20837.5,13250,2400,,,,,30.2,0,0,0,0,0.4,0,0.4,21,7:31:00,1643977860,7.52,17:32:00,1644013920,17.53,10.02,2,2,-9,-9,-18,-15,,,,,,8,6,4.5,1,,,,
2022-02-05,-7.2,-11.37,-11.3,-15.4,,-24,74,58.3,61.5,49,-15.1,-18.1,-18.1,-21.2,21,12.04,11,1,,,103.37,103.07,102.89,102.42,101.12,100.84,100.66,100.2,24100,24100,24100,24100,,,,,29.3,0,0,0,0,0,0,0,19,7:30:00,1644064200,7.5,17:33:00,1644100380,17.55,10.05,3,3,-8,-8,-11,-11,,,,,,8,3.8,4,0,,,,
2022-02-06,-0.2,-3.54,-3.7,-7.2,,-14,73,60.5,59.5,46,-6.9,-10.3,-9.7,-12.4,33,19.58,20.5,8,46,20,103.17,102.59,102.73,102.29,100.95,100.4,100.53,100.12,24100,24100,24100,24100,,,,,21.7,0,0,0,0,0,0,0,17,7:29:00,1644150540,7.48,17:34:00,1644186840,17.57,10.08,3,3,-2,0,-6,-4,,,,,,8,4.9,4.5,1,,,,
2022-02-07,2.4,-0.72,-0.3,-3,,-8,87,74.8,73,59,-3.5,-4.7,-4.7,-5.9,22,15.08,15.5,9,36,26,102.29,101.9,101.97,101.65,100.12,99.75,99.81,99.5,24100,22966.7,18500,12900,,,,,18.3,0,0,0,0,,,,16,7:27:00,1644236820,7.45,17:36:00,1644273360,17.6,10.15,2,2,1,1,-7,-5,,,,,,8,6.2,5,2,,,,
2022-02-08,-0.4,-2.77,-2.95,-5.5,,-10,86,71.4,72.5,59,-3.8,-7.3,-7.2,-10.5,34,16.25,20,6,42,25,101.7,101.61,101.56,101.41,99.54,99.46,99.39,99.25,24100,22233.3,16900,9700,,,,,20.9,0,0,0,0,0,0,0,15,7:26:00,1644323160,7.43,17:37:00,1644359820,17.62,10.18,1,2,-1,-1,-6,-6,,,,,,8,5.9,4.5,1,,,,
2022-02-09,6,1.57,0.25,-5.5,,-9,87,72,73,59,-1.3,-3.1,-5.2,-9.1,30,15.46,18.5,7,46,22,101.31,100.73,100.9,100.5,99.16,98.6,98.77,98.38,24100,22833.3,20100,16100,,,,,17.8,0,0,0,0,0,0,0,14,7:25:00,1644409500,7.42,17:39:00,1644446340,17.65,10.23,2,2,3,5,0,0,,,,,,8,4.8,4,0,,,,
2022-02-10,2.8,0.6,0.99,-0.8,,-7,93,75.7,80,67,0.3,-3.3,-2.8,-5.9,37,20.92,24.5,12,48,27,101.14,100.79,100.81,100.48,99.01,98.67,98.69,98.37,24100,23233.3,20100,16100,,,,,17,0,0,0,0,0,0,0,11,7:23:00,1644495780,7.38,17:40:00,1644532800,17.67,10.28,1,1,1,1,-5,-5,,,,,,8,7.5,7.5,7,,,,
2022-02-11,3.5,1.07,1.05,-1.4,,-7,98,84.1,83,68,1.9,-1.4,-2,-5.9,29,19.21,20.5,12,48,21,101.01,100.45,100.55,100.09,98.88,98.33,98.43,97.98,24100,16966.7,16100,8100,,,,,16.9,0,0,0,0,5,4.8,0.2,10,7:22:00,1644582120,7.37,17:41:00,1644619260,17.68,10.32,1,1,4,4,-5,0,,,,,,8,7.9,7.5,7,,,,
2022-02-12,2.5,-5.5,-5.5,-13.5,,-21,96,71,77.5,59,1.8,-10,-8.2,-18.1,40,25.08,25.5,11,60,28,102.72,101.75,101.62,100.52,100.51,99.59,99.46,98.41,24100,22500,16900,9700,,,,,23.5,0,0,0,0,1.8,0.8,1,8,7:21:00,1644668460,7.35,17:43:00,1644705780,17.72,10.37,1,1,-3,-2,-18,-15,,,,,,8,5.4,4.5,1,,,,
2022-02-13,-9.2,-12.75,-12.9,-16.6,,-26,74,62.2,60.5,47,-14.7,-18.8,-17.8,-20.8,18,10.25,10,2,,,102.77,102.56,102.57,102.37,100.54,100.34,100.35,100.15,24100,22029.2,14450,4800,,,,,30.9,0,0,0,0,0.2,0,0.2,5,7:19:00,1644754740,7.32,17:44:00,1644792240,17.73,10.42,2,2,-9,-9,-19,-16,,,,,,8,5.2,5,2,,,,
2022-02-14,-9.6,-12.89,-13.05,-16.5,,-26,73,57,56.5,40,-18,-19.9,-19.7,-21.4,22,15.33,13,4,35,29,103.05,102.67,102.68,102.31,100.82,100.44,100.46,100.1,24100,24100,24100,24100,,,,,31.1,0,0,0,0,0,0,0,5,7:18:00,1644841080,7.3,17:45:00,1644878700,17.75,10.45,2,2,-8,-8,-12,-11,,,,,,8,3.2,4,0,,,,
