date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2022-08-30,26,22.14,21.15,16.3,32,,100,83.1,77,54,22.1,18.9,18.1,14.2,28,16.17,16.5,5,47,29,100.9,100.79,100.73,100.56,98.87,98.76,98.7,98.53,24100,22366.7,16900,9700,,,,,0,3.1,16.1,14.2,11.2,3,3,0,,6:38:00,1661855880,6.63,19:58:00,1661903880,19.97,13.33,5,6,23,25,14,14,,,,,,8,5.8,4.5,1,,,,
2022-08-31,26.8,20.66,20.9,15,29,,100,67.2,71,42,15.7,13.9,13.4,11.1,40,25.08,27,14,65,26,101.07,100.89,100.9,100.74,99.03,98.85,98.86,98.7,24100,24100,24100,24100,,,,,0,2.9,15.9,13.9,10.9,0,0,0,,6:40:00,1661942400,6.67,19:56:00,1661990160,19.93,13.27,6,6,26,27,13,14,,,,,,6,2.6,3,0,,,,
2022-09-01,24.2,18.24,18.05,11.9,25,,77,54.2,56,35,10,8.5,8.7,7.3,32,12.38,17,2,36,30,101.86,101.64,101.5,101.14,99.78,99.57,99.43,99.08,24100,24100,24100,24100,,,,,0,0.1,13.1,11.1,8.1,0,0,0,,6:41:00,1662028860,6.68,19:54:00,1662076440,19.9,13.22,7,7,25,25,15,15,,,,,,6,0.9,3,0,,,,
2022-09-02,27.9,21.98,22,16.1,33,,85,65.3,65.5,46,18.2,15,14.1,10,22,10.71,11.5,1,32,14,102.17,102.05,102.03,101.89,100.1,99.98,99.95,99.81,24100,24100,24100,24100,,,,,0,4,17,15,12,0,0,0,,6:42:00,1662115320,6.7,19:52:00,1662162720,19.87,13.17,7,7,27,28,18,18,,,,,,7,3,3.5,0,,,,
2022-09-03,29.7,24.04,24,18.3,37,,98,74.9,77.5,57,20.3,19,18.9,17.5,25,11.08,13,1,39,35,102.07,101.93,101.92,101.76,100,99.87,99.85,99.7,24100,24100,24100,24100,,,,,0,6,19,17,14,0,0,0,,6:43:00,1662201780,6.72,19:51:00,1662249060,19.85,13.13,7,7,30,31,19,20,,,,,,7,4.5,4,1,,,,
2022-09-04,20.3,17.6,18.05,15.8,29,,100,96.1,93,86,20.3,17,17.2,14.2,24,13.62,15,6,30,33,102.25,102.12,102.11,101.97,100.17,100.04,100.04,99.91,24100,16087.5,13650,3200,,,,,0,0.1,13.1,11.1,8.1,0.4,0.4,0,,6:44:00,1662288240,6.73,19:49:00,1662335340,19.82,13.08,3,3,20,20,16,17,,,,,,8,7.4,6,4,,,,
2022-09-05,21.5,18.08,18.55,15.6,26,,94,78.3,77.5,61,15.8,14.2,13.8,11.8,18,13.33,12.5,7,28,3,102.09,101.97,101.99,101.89,100,99.89,99.9,99.81,24100,24100,24100,24100,,,,,0,0.6,13.6,11.6,8.6,0,0,0,,6:45:00,1662374700,6.75,19:47:00,1662421620,19.78,13.03,6,6,21,21,16,17,,,,,,8,7.9,7.5,7,,,,
2022-09-06,23.7,19.19,19.1,14.5,28,,92,71.5,68.5,45,17.1,13.7,13.6,10.1,19,11.12,10,1,,,102,101.93,101.91,101.82,99.92,99.85,99.83,99.74,24100,24100,24100,24100,,,,,0,1.1,14.1,12.1,9.1,0,0,0,,6:46:00,1662461160,6.77,19:45:00,1662507900,19.75,12.98,7,7,24,24,15,15,,,,,,7,3,4,1,,,,
2022-09-07,24.3,19.78,20.45,16.6,28,,93,78,74.5,56,18.2,15.7,15.8,13.5,20,11.79,11.5,3,,,101.91,101.77,101.77,101.63,99.84,99.7,99.7,99.56,24100,24100,24100,24100,,,,,0,2.5,15.4,13.4,10.4,0,0,0,,6:47:00,1662547620,6.78,19:43:00,1662594180,19.72,12.93,4,6,24,24,14,15,,,,,,7,4.5,3.5,0,,,,
2022-09-08,26.7,20.66,20.85,15,29,,96,67.9,69.5,43,15.8,14,14.1,12.3,21,10.21,12,3,,,101.66,101.52,101.5,101.34,99.59,99.46,99.43,99.27,24100,24100,24100,24100,,,,,0,2.8,15.8,13.8,10.8,0,0,0,,6:49:00,1662634140,6.82,19:42:00,1662680520,19.7,12.88,7,7,26,27,14,15,,,,,,4,1.6,2,0,,,,
2022-09-09,26.7,21.39,21.1,15.5,31,,93,74,72.5,52,19.2,16.3,17.1,14.9,20,9.42,10.5,1,,,101.87,101.69,101.68,101.48,99.8,99.63,99.61,99.42,24100,23700,21700,19300,,,,,0,3.1,16.1,14.1,11.1,0,0,0,,6:50:00,1662720600,6.83,19:40:00,1662766800,19.67,12.83,7,7,26,27,17,17,,,,,,2,0.6,1,0,,,,
2022-09-10,28.3,22.55,23.55,18.8,33,,100,79.5,79,58,20.5,18.6,18.8,17.1,18,9.79,11,4,31,16,102.11,101.99,102,101.89,100.04,99.92,99.93,99.82,24100,24100,24100,24100,,,,,0,5.5,18.6,16.6,13.6,0,0,0,,6:51:00,1662807060,6.85,19:38:00,1662853080,19.63,12.78,7,7,28,28,18,19,,,,,,7,5.5,4,1,,,,
2022-09-11,24.4,21.38,22.1,19.8,30,,98,78.6,77,56,20.1,17.4,17.4,14.7,20,11,12.5,5,28,10,101.96,101.67,101.61,101.26,99.9,99.61,99.56,99.21,24100,24100,24100,24100,,,,,0,4.1,17.1,15.1,12.1,2,2,0,,6:52:00,1662893520,6.87,19:36:00,1662939360,19.6,12.73,4,6,25,25,19,19,,,,,,8,7.4,7,6,,,,
2022-09-12,24.1,20.22,19.7,15.3,31,,100,90.2,81,62,22,18.4,17.5,13,19,13.33,13,7,41,25,101.22,100.91,100.99,100.75,99.17,98.87,98.94,98.71,24100,17491.7,14450,4800,,,,,0,1.7,14.7,12.7,9.7,5.2,5.2,0,,6:53:00,1662979980,6.88,19:34:00,1663025640,19.57,12.68,3,4,22,22,13,15,,,,,,8,6.2,4.5,1,,,,
2022-09-13,21.6,17.26,16.85,12.1,,,94,69.8,72.5,51,12.5,11.5,11.3,10.2,21,11.54,12.5,4,,,101.18,100.95,101.01,100.84,99.11,98.89,98.94,98.78,24100,24100,24100,24100,,,,,1.1,0,11.8,9.8,6.8,0.4,0.4,0,,6:54:00,1663066440,6.9,19:33:00,1663111980,19.55,12.65,4,4,18,19,15,15,,,,,,8,5,4.5,1,,,,
2022-09-14,25.3,18.01,18.14,11,27,,100,73.1,73.5,47,17,12.7,12.6,8.2,34,19.96,20,6,49,36,102.28,101.62,101.73,101.18,100.19,99.54,99.65,99.11,24100,24100,24100,24100,,,,,0,0.1,13.1,11.1,8.1,0,0,0,,6:55:00,1663152900,6.92,19:31:00,1663198260,19.52,12.6,7,7,25,25,7,7,,,,,,7,1.6,3.5,0,,,,
2022-09-15,19,14,13.8,8.6,,,86,63.5,61.5,37,8.7,6.8,5.9,3.1,22,11.54,13.5,5,,,102.72,102.5,102.51,102.29,100.61,100.39,100.4,100.19,24100,24100,24100,24100,,,,,4.2,0,8.8,6.8,3.8,0,0,0,,6:56:00,1663239360,6.93,19:29:00,1663284540,19.48,12.55,7,7,19,20,11,11,,,,,,7,2.1,3.5,0,,,,
2022-09-16,24.7,17.32,18.2,11.7,29,,95,78.2,77,59,16.4,13.4,12.7,9,24,10.46,12.5,1,31,9,102.3,102.21,102.2,102.1,100.21,100.12,100.11,100.01,24100,24100,24100,24100,,,,,0,0.2,13.2,11.2,8.2,0,0,0,,6:58:00,1663325880,6.97,19:27:00,1663370820,19.45,12.48,5,7,24,24,16,16,,,,,,8,6.1,5,2,,,,
2022-09-17,24.6,19.43,20.05,15.5,30,,100,87,85.5,71,20.2,17.1,17.4,14.6,20,11.21,12.5,5,,,102.29,102.05,101.96,101.62,100.2,99.97,99.88,99.55,24100,23300,21700,19300,,,,,0,2,15.1,13.1,10.1,0,0,0,,6:59:00,1663412340,6.98,19:25:00,1663457100,19.42,12.43,7,7,25,25,18,19,,,,,,7,5,4.5,2,,,,
2022-09-18,27.6,22.78,23.9,20.2,33,,100,77.8,76.5,53,21.9,18.6,19.4,16.8,23,13.96,13.5,4,35,25,101.61,101.36,101.4,101.19,99.54,99.31,99.35,99.15,24100,22766.7,20100,16100,,,,,0,5.9,18.9,16.9,13.9,3.6,3.6,0,,7:00:00,1663498800,7,19:23:00,1663543380,19.38,12.38,4,5,27,27,18,21,,,,,,8,6.5,5,2,,,,
2022-09-19,27.8,21.69,21.95,16.1,33,,98,73.5,72.5,47,20.5,16.4,16,11.5,39,20.62,23,7,58,29,101.22,101.01,100.99,100.75,99.16,98.97,98.94,98.72,24100,24100,24100,24100,,,,,0,4,16.9,14.9,11.9,0.2,0.2,0,,7:01:00,1663585260,7.02,19:21:00,1663629660,19.35,12.33,4,6,26,26,15,15,,,,,,8,4.3,4,0,,,,
2022-09-20,26.2,20.55,20.8,15.4,29,,97,68.1,69,41,15.2,13.9,13.4,11.6,29,14.79,15,1,43,32,101.51,101.4,101.37,101.23,99.44,99.33,99.31,99.18,24100,24100,24100,24100,,,,,0,2.8,15.8,13.8,10.8,0,0,0,,7:02:00,1663671720,7.03,19:20:00,1663716000,19.33,12.3,5,6,26,26,16,16,,,,,,7,3.3,3.5,0,,,,
2022-09-21,29.5,22.03,23,16.5,33,,100,74.4,70,40,20.4,16.8,15.2,10,50,20.21,26.5,3,66,24,101.38,100.81,100.88,100.37,99.32,98.77,98.83,98.34,24100,23033.3,20100,16100,,,,,0,5,18,16,13,0,0,0,,7:03:00,1663758180,7.05,19:18:00,1663802280,19.3,12.25,4,5,26,27,13,13,,,,,,8,5.2,4,0,,,,
2022-09-22,17.3,13.93,12.4,7.5,,,71,59.8,60.5,50,9.3,6.2,5.2,1.1,43,30.67,30.5,18,65,34,101.84,101.05,101.21,100.58,99.74,98.98,99.14,98.55,24100,24100,24100,24100,,,,,5.6,0,7.4,5.4,2.4,0.2,0.2,0,,7:04:00,1663844640,7.07,19:16:00,1663888560,19.27,12.2,3,5,15,16,3,5,,,,,,8,5.7,5,2,,,,
2022-09-23,16.5,10.68,10.75,5,,,70,53.4,53.5,37,4.8,1.3,1.8,-1.3,35,19.04,20.5,6,51,1,102.31,102.12,102.1,101.89,100.2,100,99.99,99.79,24100,24100,24100,24100,,,,,7.2,0,5.8,3.8,0.8,0,0,0,,7:05:00,1663931100,7.08,19:14:00,1663974840,19.23,12.15,5,5,16,16,5,5,,,,,,4,1.4,2,0,,,,
2022-09-24,18.6,12.73,12.2,5.8,,,90,65.7,66.5,43,8.6,6.2,6.4,4.2,18,8.54,10,2,,,102.06,101.61,101.5,100.94,99.95,99.51,99.41,98.87,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,7:07:00,1664017620,7.12,19:12:00,1664061120,19.2,12.08,5,5,19,19,12,13,,,,,,8,5.8,5.5,3,,,,
2022-09-25,18.6,14.92,15.5,12.4,,,100,90.5,81.5,63,15.8,13.3,11.9,8.1,23,10.08,13,3,33,17,100.84,100.2,100.38,99.92,98.77,98.14,98.32,97.88,24100,17954.2,14450,4800,,,,,2.5,0,10.5,8.5,5.5,23.2,23.2,0,,7:08:00,1664104080,7.13,19:10:00,1664147400,19.17,12.03,3,3,18,18,12,12,,,,,,8,7.5,7,6,,,,
2022-09-26,17.4,13.13,13.89,10.4,,,100,86.9,82,64,12.2,10.8,10.7,9.2,37,24.38,25.5,14,50,27,100.24,99.99,100.08,99.91,98.18,97.94,98.02,97.86,24100,23566.7,20100,16100,,,,,4.1,0,8.9,6.9,3.9,2.4,2.4,0,,7:09:00,1664190540,7.15,19:09:00,1664233740,19.15,12,2,3,17,17,12,12,,,,,,8,6.5,5,2,,,,
2022-09-27,17.8,13.47,14.55,11.3,,,100,87.4,81.5,63,12.6,11.3,11,9.4,26,17.5,14.5,3,38,24,101.55,100.82,100.92,100.28,99.46,98.75,98.84,98.22,24100,23900,21700,19300,,,,,3.5,0,9.6,7.5,4.5,1.8,1.8,0,,7:10:00,1664277000,7.17,19:07:00,1664320020,19.12,11.95,3,3,14,15,10,10,,,,,,8,7.2,7,6,,,,
2022-09-28,13.6,11.76,11.8,10,,,100,81.2,82.5,65,11.6,8.5,9.1,6.5,26,21.25,19.5,13,38,32,103.1,102.4,102.35,101.6,100.97,100.29,100.24,99.51,24100,24100,24100,24100,,,,,6.2,0,6.8,4.8,1.8,0,0,0,,7:11:00,1664363460,7.18,19:05:00,1664406300,19.08,11.9,3,3,15,15,4,4,,,,,,8,7.1,6.5,5,,,,
2022-09-29,16.2,11.84,12.14,8.1,,,83,66.9,65.5,48,6.8,5.7,5,3.3,14,6.79,7.5,1,,,103.39,103.17,103.2,103.01,101.26,101.04,101.07,100.88,24100,24100,24100,24100,,,,,5.9,0,7.1,5.1,2.1,0,0,0,,7:12:00,1664449920,7.2,19:03:00,1664492580,19.05,11.85,5,5,15,15,4,5,,,,,,8,2.9,4,0,,,,
2022-09-30,17.6,11.79,11.6,5.6,,,91,62.4,65.5,40,7.6,4.2,4,0.5,14,7.33,8,2,,,102.98,102.71,102.64,102.31,100.85,100.59,100.53,100.21,24100,24100,24100,24100,,,,,6.4,0,6.6,4.6,1.6,0,0,0,,7:13:00,1664536380,7.22,19:01:00,1664578860,19.02,11.8,5,5,17,17,9,9,,,,,,5,2,2.5,0,,,,
2022-10-01,20.2,14.36,14.6,9,,,91,66,66,41,9.3,7.6,6.2,3.2,32,14.83,17.5,3,44,3,102.38,102.21,102.22,102.06,100.28,100.11,100.12,99.96,24100,24100,24100,24100,,,,,3.4,0,9.6,7.6,4.6,0,0,0,,7:15:00,1664622900,7.25,18:59:00,1664665140,18.98,11.73,4,6,18,19,7,7,,,,,,8,5.9,5,2,,,,
2022-10-02,16,11.12,11.25,6.5,,,66,51,50,34,5.6,1,1.6,-2.4,27,19,17,7,43,3,102.96,102.73,102.67,102.39,100.83,100.61,100.56,100.29,24100,24100,24100,24100,,,,,6.8,0,6.2,4.2,1.2,0,0,0,,7:16:00,1664709360,7.27,18:58:00,1664751480,18.97,11.7,5,5,14,15,4,4,,,,,,7,1.9,3.5,0,,,,
2022-10-03,16.2,9.61,9.5,2.8,,,73,56.9,55,37,3.6,1.1,1.4,-0.9,16,10,10.5,5,,,103.04,102.83,102.81,102.58,100.91,100.7,100.69,100.46,24100,24100,24100,24100,,,,,8.5,0,4.5,2.5,0,0,0,0,,7:17:00,1664795820,7.28,18:56:00,1664837760,18.93,11.65,5,5,17,17,4,5,,,,,,6,2.2,3,0,,,,
2022-10-04,18.3,11.89,12.25,6.2,,,78,56.8,53,28,6,3.1,2.3,-1.4,14,8.83,8,2,,,102.54,102.26,102.28,102.01,100.42,100.15,100.16,99.9,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,,7:18:00,1664882280,7.3,18:54:00,1664924040,18.9,11.6,5,5,18,19,8,9,,,,,,7,4.7,3.5,0,,,,
2022-10-05,22.8,15.55,15.45,8.1,,,82,55.3,55.5,29,9.5,6.1,6.2,2.9,14,7.71,8,2,,,102,101.77,101.79,101.59,99.9,99.68,99.71,99.51,24100,24100,24100,24100,,,,,2.5,0,10.4,8.4,5.5,0,0,0,,7:19:00,1664968740,7.32,18:52:00,1665010320,18.87,11.55,5,5,22,22,12,12,,,,,,4,1.5,2,0,,,,
2022-10-06,23.4,18.2,18.14,12.9,,,88,56.7,59,30,12.4,8.6,8.1,3.7,21,12.17,12.5,4,50,31,101.54,101.37,101.38,101.21,99.46,99.29,99.3,99.14,24100,24100,24100,24100,,,,,0,0.1,13.1,11.1,8.1,0.4,0.4,0,,7:20:00,1665055200,7.33,18:51:00,1665096660,18.85,11.52,4,4,22,22,7,7,,,,,,8,6.9,6,4,,,,
2022-10-07,13.3,9.3,7.6,1.9,,,87,68,72.5,58,10.5,3.7,5,-0.5,35,27.08,23,11,53,32,102.45,101.92,101.86,101.27,100.31,99.82,99.75,99.2,24100,23900,21700,19300,,,,,10.4,0,2.6,0.6,0,0.2,0.2,0,,7:22:00,1665141720,7.37,18:49:00,1665182940,18.82,11.45,2,2,9,11,3,3,,,,,,8,5.5,4.5,1,,,,
2022-10-08,12.2,7.11,6.5,0.8,,,96,66.4,69.5,43,3.9,0.7,1.5,-0.9,32,17.46,20.5,9,53,26,102.46,102.21,102.14,101.82,100.32,100.08,100.01,99.71,24100,24100,24100,24100,,,,,11.5,0,1.5,0,0,0,0,0,,7:23:00,1665228180,7.38,18:47:00,1665269220,18.78,11.4,3,3,13,13,6,7,,,,,,7,5.8,4,1,,,,
2022-10-09,15.5,10.98,10.7,5.9,,,78,60.4,61.5,45,6.7,3.5,3.8,0.9,29,17.88,18.5,8,39,25,101.91,101.78,101.78,101.64,99.81,99.67,99.67,99.53,24100,24100,24100,24100,,,,,7.3,0,5.7,3.7,0.7,0,0,0,,7:24:00,1665314640,7.4,18:45:00,1665355500,18.75,11.35,4,4,17,17,7,8,,,,,,8,6.4,5,2,,,,
2022-10-10,15.9,10.55,10.95,6,,,84,62.8,61.5,39,6.8,3.4,3,-0.8,18,9.29,9.5,1,,,102.38,102.21,102.15,101.93,100.26,100.09,100.05,99.83,24100,24100,24100,24100,,,,,7,0,6,4,0.9,0,0,0,,7:25:00,1665401100,7.42,18:44:00,1665441840,18.73,11.32,4,4,15,15,4,4,,,,,,8,3.9,4.5,1,,,,
2022-10-11,22.4,14.15,13.7,5,,,74,59,56.5,39,11.1,6.1,5.7,0.3,26,10.29,13.5,1,45,23,102.35,102.18,102.13,101.91,100.23,100.07,100.03,99.83,24100,24100,24100,24100,,,,,4.3,0,8.7,6.7,3.7,0,0,0,,7:27:00,1665487620,7.45,18:42:00,1665528120,18.7,11.25,4,4,21,21,14,15,,,,,,6,1.6,3,0,,,,
2022-10-12,19.9,16.69,16.85,13.8,,,100,68.3,77,54,16.4,10.7,11.6,6.8,20,12.79,13,6,37,18,101.9,101.24,101.16,100.41,99.82,99.17,99.08,98.35,24100,23900,21700,19300,,,,,1.1,0,11.8,9.8,6.8,4.8,4.8,0,,7:28:00,1665574080,7.47,18:40:00,1665614400,18.67,11.2,3,3,18,21,13,13,,,,,,8,7.1,5.5,3,,,,
2022-10-13,15.5,12.62,11.2,6.9,,,100,82.7,78,56,16.1,9.5,9.3,2.6,31,15.83,18,5,46,21,100.81,100.32,100.4,100,98.72,98.26,98.34,97.96,24100,18754.2,15250,6400,,,,,6.8,0,6.2,4.2,1.2,11.4,11.4,0,,7:29:00,1665660540,7.48,18:38:00,1665700680,18.63,11.15,3,4,14,14,4,5,,,,,,8,5.5,4,0,,,,
2022-10-14,14.2,9.79,10.19,6.2,,,83,60.5,55.5,28,6,1.9,0.5,-5,28,13.88,17,6,53,23,101.26,101.01,101.01,100.75,99.16,98.92,98.92,98.67,24100,24100,24100,24100,,,,,7.8,0,5.2,3.2,0.2,0.4,0.4,0,,7:30:00,1665747000,7.5,18:37:00,1665787020,18.62,11.12,3,3,13,13,5,11,,,,,,7,3.6,4,1,,,,
2022-10-15,13.3,10.25,9.6,5.9,,,95,58,66.5,38,8.6,2,2.8,-2.9,39,20.58,22,5,64,24,101.48,101.01,100.98,100.48,99.37,98.92,98.89,98.4,24100,24100,24100,24100,,,,,8.4,0,4.6,2.6,0,1.8,1.8,0,,7:31:00,1665833460,7.52,18:35:00,1665873300,18.58,11.07,3,3,12,13,3,4,,,,,,8,5.6,4.5,1,,,,
2022-10-16,16.6,10.45,11.3,6,,,69,58,55.5,42,4.7,2.4,2.3,-0.1,29,14.38,18,7,44,23,101.41,101.12,101.06,100.7,99.31,99.03,98.97,98.62,24100,24100,24100,24100,,,,,6.7,0,6.3,4.3,1.3,0,0,0,,7:33:00,1665919980,7.55,18:33:00,1665959580,18.55,11,3,4,15,15,6,7,,,,,,8,6,4.5,1,,,,
2022-10-17,9.8,7.69,6.65,3.5,,,100,79.8,79.5,59,6.4,4.3,4,1.7,25,12.12,14,3,35,22,100.59,100.09,100.21,99.84,98.51,98.02,98.14,97.76,24100,24100,24100,24100,,,,,11.3,0,1.6,0,0,0.8,0.8,0,,7:34:00,1666006440,7.57,18:32:00,1666045920,18.53,10.97,2,2,10,10,3,4,,,,,,8,6.7,5,2,,,,
2022-10-18,9.4,4.78,5.15,0.9,,,100,89.2,82,64,4.7,3,3.1,1.6,35,16.33,20,5,46,25,100.25,100.01,100,99.75,98.15,97.92,97.91,97.66,24100,21158.3,15250,6400,,,,,12.8,0,0.2,0,0,2,2,0,,7:35:00,1666092900,7.58,18:30:00,1666132200,18.5,10.92,2,2,8,9,3,4,,,,,,8,7,4.5,1,,,,
2022-10-19,9.8,5.15,6.5,3.2,,,100,88.6,79,58,4.5,3.3,2.7,0.9,34,16.75,19.5,5,48,27,100.7,100.38,100.46,100.22,98.6,98.28,98.36,98.12,24100,21633.3,16900,9700,,,,,11.5,0,1.5,0,0,1.4,1.4,0,,7:36:00,1666179360,7.6,18:28:00,1666218480,18.47,10.87,2,2,9,9,3,3,,,,,,8,7.7,7,6,,,,
2022-10-20,6.8,4.24,4,1.2,,,98,77.7,78.5,59,2.6,0.6,0,-2.7,32,20.71,19.5,7,46,24,101.33,100.85,100.96,100.58,99.21,98.74,98.85,98.48,24100,23700,21700,19300,,,,,14,0,0,0,0,0.6,0.6,0,,7:38:00,1666265880,7.63,18:27:00,1666304820,18.45,10.82,2,2,8,8,1,2,,,,,,8,6.4,4,0,,,,
2022-10-21,17.6,9.88,8.95,0.3,,,100,65.3,67,34,4.5,2.5,2.6,0.8,27,13.04,15,3,51,21,101.42,101.27,101.24,101.07,99.3,99.16,99.14,98.97,24100,24100,24100,24100,,,,,9.1,0,4,2,0,0,0,0,,7:39:00,1666352340,7.65,18:25:00,1666391100,18.42,10.77,4,4,15,15,11,11,,,,,,6,2.1,3,0,,,,
2022-10-22,21.2,15.38,15.89,10.6,,,78,52.4,59.5,41,7.7,5.5,5,2.3,22,13.92,12.5,3,39,22,102.07,101.7,101.71,101.35,99.98,99.62,99.62,99.27,24100,24100,24100,24100,,,,,2.1,0,10.9,8.9,5.9,0,0,0,,7:40:00,1666438800,7.67,18:24:00,1666477440,18.4,10.73,4,4,19,19,10,11,,,,,,7,1.4,3.5,0,,,,
2022-10-23,18.8,13.26,12.6,6.4,,,92,63.7,65.5,39,8.1,6,5.7,3.3,15,8.12,8.5,2,,,102.47,102.31,102.28,102.09,100.36,100.2,100.18,100,24100,24100,24100,24100,,,,,5.4,0,7.6,5.6,2.6,0,0,0,,7:41:00,1666525260,7.68,18:22:00,1666563720,18.37,10.68,4,4,19,20,9,9,,,,,,5,1.4,2.5,0,,,,
2022-10-24,18.9,12.15,12.05,5.2,,,95,76,74,53,9.8,7.8,7.1,4.4,14,6.17,7.5,1,,,102.35,102.14,102.08,101.81,100.24,100.03,99.98,99.72,24100,23766.7,20100,16100,,,,,6,0,7,5,2,0,0,0,,7:43:00,1666611780,7.72,18:21:00,1666650060,18.35,10.63,4,4,18,18,11,11,,,,,,3,1,1.5,0,,,,
2022-10-25,17.3,13.3,12.55,7.8,,,100,91.6,85.5,71,14.4,11.9,11.3,8.3,13,7.25,7.5,2,,,101.74,101.37,101.3,100.86,99.65,99.28,99.22,98.79,24100,22033.3,16900,9700,,,,,5.5,0,7.5,5.5,2.5,0,0,0,,7:44:00,1666698240,7.73,18:19:00,1666736340,18.32,10.58,4,4,17,18,13,13,,,,,,7,4.5,3.5,0,,,,
2022-10-26,14.3,11.98,10.6,6.9,,,100,95.5,90.5,81,14,11.3,10.1,6.1,41,14.38,22.5,4,57,33,101.48,100.65,100.91,100.34,99.38,98.57,98.82,98.27,24100,19625,15250,6400,,,,,7.4,0,5.6,3.6,0.6,9.4,9.4,0,,7:45:00,1666784700,7.75,18:18:00,1666822680,18.3,10.55,1,2,16,16,6,6,,,,,,8,6,4.5,1,,,,
2022-10-27,10.2,6.55,6,1.8,,,78,63.7,64.5,51,3.1,0.1,0.6,-1.9,39,16.46,21.5,4,43,32,103.34,102.72,102.48,101.63,101.18,100.59,100.36,99.53,24100,24100,24100,24100,,,,,12,0,1,0,0,0,0,0,,7:47:00,1666871220,7.78,18:16:00,1666908960,18.27,10.48,3,3,11,11,1,1,,,,,,7,3.5,3.5,0,,,,
2022-10-28,10.6,5.76,5.95,1.3,,,88,75.2,74,60,3.9,1.6,1.6,-0.6,17,9.88,9.5,2,,,103.55,103.37,103.37,103.19,101.39,101.21,101.22,101.04,24100,24100,24100,24100,,,,,12.1,0,1,0,0,0,0,0,,7:48:00,1666957680,7.8,18:15:00,1666995300,18.25,10.45,3,3,11,11,0,1,,,,,,8,3.2,4,0,,,,
2022-10-29,15.2,7.42,7.65,0.1,,,100,82.3,76,52,7.8,4.2,3.8,-0.2,13,5.88,7,1,,,103.2,102.97,102.89,102.58,101.04,100.83,100.74,100.45,24100,23900,21700,19300,,,,,10.3,0,2.6,0.6,0,0,0,0,,7:49:00,1667044140,7.82,18:13:00,1667081580,18.22,10.4,3,3,13,13,1,2,,,,,,5,1.2,2.5,0,,,,
2022-10-30,13.9,7.16,7.8,1.7,,,100,88.8,72,44,7.8,5,4.7,1.6,12,6.04,7,2,,,102.52,102.08,102.07,101.62,100.4,99.95,99.96,99.51,24100,20562.5,12250,400,,,,,10.2,0,2.8,0.8,0,0,0,0,,7:50:00,1667130600,7.83,18:12:00,1667167920,18.2,10.37,3,3,15,15,5,7,,,,,,8,4,4,0,,,,
2022-10-31,11.5,9.49,8.69,5.9,,,100,96.5,91.5,83,11.1,8.9,8.2,5.3,12,5.21,6.5,1,,,101.57,101.3,101.34,101.11,99.46,99.2,99.24,99.01,24100,12858.3,13450,2800,,,,,9.3,0,3.7,1.7,0,3.4,3.4,0,,7:52:00,1667217120,7.87,18:10:00,1667254200,18.17,10.3,2,2,11,11,11,13,,,,,,8,7.2,6,4,,,,
2022-11-01,19.9,13.95,13.55,7.2,,,100,86,73.5,47,14.3,11.2,11.2,8.2,22,10.79,11.5,1,38,26,102.37,101.71,101.78,101.2,100.26,99.62,99.69,99.11,24100,15558.3,12450,800,,,,,4.5,0,8.6,6.5,3.5,10.4,10.4,0,,7:53:00,1667303580,7.88,18:09:00,1667340540,18.15,10.27,2,2,18,18,6,6,,,,,,8,3.7,4,0,,,,
2022-11-02,14.8,9.4,10,5.2,,,100,90.3,85,70,10.2,7.8,7.5,4.8,14,7.33,8.5,3,,,102.89,102.73,102.64,102.4,100.76,100.61,100.53,100.29,24100,15925,12150,200,,,,,8,0,5,3,0,0,0,0,,7:54:00,1667390040,7.9,18:08:00,1667426880,18.13,10.23,3,3,14,15,8,8,,,,,,2,0.8,1,0,,,,
